Use,old_calval,SourceEntity,lab,UniqueID_v2,lat,long,siteid,waterbody_name,Year,Month,CollDate,daynum,CollMeth,Freq,SameYr_SameDay2,SameYr_DiftDay2,MultipleYrs,Unit_OBSPRED_final,MWMT_TolAnal,MWMT_source,MWMT_93_11,MWMT_Annual,Aug_93_11,NORWEST_Unit,Ecoregion_name,eco3,L4_eco_code,L4_eco_name,slope_nhd,wsarea_km2,elev_m,ElevWs,ICI,IWI,PctUrbCat,PctUrbWs,PctAgCat,PctAgWs,PctForCat,PctForWs,RdDensCat,RdDensWs,Tmean8110Cat,Tmean8110Ws,Precip8110Cat,Precip8110Ws
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5106_1,42.52621937,-117.1815843,ORDEQ_0066,Owyhee River U/S Hot Springs At 3-Forks,2000,10,10/4/2000 0:00,278,targeted riffle,multi,,,ORDEQ_0066,MidSnake_115554,30.77,1993-2011,30.77,,22.23,MidSnake,Northern Basin and Range,NBR,80a,Dissected High Lava Plateau,0.001,14317.6995,1342.539129,1734.996946,0.484068217,0.712980251,0,1.68E-02,0,0.805484848,9.735576923,1.677135353,0.746634017,0.505762787,8.76449253,7.176072576,300.9068808,369.7746687
Y,CAL,ORDEQ,Rhithron,SampOD_5123_1,42.6026762,-123.2105779,ORDEQ_0074,Ditch Creek (Evans Cr),2000,6,6/29/2000 0:00,181,targeted riffle,multi,,,ORDEQ_0074,ORCoast_105912,20.15,annual,20.45,20.15,15.81,ORCoast,Klamath Mountains/California High North Coast Range,KM,78e,Inland Siskiyous,5.765114,15.5106,761.9600319,761.9600319,0.807938032,0.807938032,0.029012417,0.029012417,1.131484275,1.131484275,80.34698851,80.34698851,1.451966987,1.451966987,11.41026472,11.41026472,993.1191402,993.1191402
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5128_1,42.63878766,-118.763194,ORDEQ_0076,SF Blitzen River at Blitzen Crossing,2000,10,10/4/2000 0:00,278,targeted riffle,multi,,,ORDEQ_0076,SCOR_109375,22.34,1993-2011,22.34,,14.59,SCOR,Northern Basin and Range,NBR,80g,High Lava Plains,0.001,208.6893,1587.401064,2002.90479,0.845553736,0.859999428,0,0,0,0,21.04018913,18.84016095,1.704819193,0.564918892,7.995856948,6.058155458,479.0803379,790.7380139
Y,CAL,ORDEQ,Rhithron,SampOD_5136_1,42.65498057,-123.5705651,ORDEQ_0077,"Rueben Creek at RM 0.22 (Grave, Rogue)",2000,7,7/24/2000 0:00,206,targeted riffle,multi,,,ORDEQ_0077,ORCoast_107031,21.21,annual,21.51,21.21,17.51,ORCoast,Klamath Mountains/California High North Coast Range,KM,78e,Inland Siskiyous,4.733136,25.4475,684.1185581,797.1418897,0.878323449,0.887077525,0,0,0,0,93.15545244,88.87709991,0.28975689,0.550380545,11.56563192,11.13799586,1141.752317,1176.618788
Y,CAL,ORDEQ,Rhithron,SampOD_5156_1,42.68806,-121.25865,ORDEQ_0088,"Sycan River 30 min U/S from end of 4672-061 road (Sprague, Williamson, Klamath)",2000,8,8/16/2000 0:00,229,random transect,single,,,,SCOR_303506,25.32,1993-2011,25.32,,16.78,SCOR,Eastern Cascades Slopes and Foothills,EC,9e,Pumice Plateau,0.191544,1141.0677,1536.568227,1726.445696,0.838518588,0.757659376,0,0,0,0.120597577,78.4357962,51.18156442,2.640421295,2.102424732,6.848728796,6.141148465,535.3381881,680.1705826
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5159_1,42.69611896,-120.5450365,ORDEQ_0090,Chewaucan River At Paisley,2000,10,10/6/2000 0:00,280,targeted riffle,multi,,,ORDEQ_0090,SCOR_110979,27.44,1993-2011,27.44,,18.34,SCOR,Northern Basin and Range,NBR,80e,High Desert Wetlands,0.714686,695.3895,1346.103666,1838.908735,0.305308797,0.737435279,3.945035461,0.018119342,29.56560284,0.198147944,0.443262411,55.11424892,5.070365788,1.833169757,8.483579548,6.150508922,257.4339017,578.3342015
Y,CAL,ORDEQ,Rhithron,SampOD_5180_1,42.755996,-124.078229,ORDEQ_0098,Johnson Creek at RM 0.88 (SF Coquille),2000,6,6/28/2000 0:00,180,targeted riffle,multi,,,ORDEQ_0098,ORCoast_108252,18.98,annual,19.28,18.98,15.54,ORCoast,Coast Range,CR,1h,Southern Oregon Coastal Mountains,3.730553,42.3648,436.8325852,681.0329047,0.927703721,0.915806942,0,0.040363698,0,0.059483345,87.14703019,86.70334806,1.404921881,1.395247267,11.86653323,11.41013414,1994.47824,2910.583134
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5193_1,42.78168162,-123.3964129,ORDEQ_0107,Wood Cr (Cow Cr),2000,7,7/26/2000 0:00,208,targeted riffle,multi,,,ORDEQ_0107,ORCoast_108001,17.99,annual,18.3,17.99,14.56,ORCoast,Klamath Mountains/California High North Coast Range,KM,78e,Inland Siskiyous,2.943539,17.3403,629.2333052,754.0560347,0.773150339,0.787655105,0,0,2.397851525,0.648777703,68.15653175,66.25836923,1.93163154,2.280140523,11.29814559,11.15199809,950.2133225,1143.601126
Y,CAL,ORDEQ,Rhithron,SampOD_5202_1,42.789244,-123.946801,ORDEQ_0109,SF Coquille River at RM 55.5,2000,6,6/27/2000 0:00,179,targeted riffle,single,,,,ORCoast_108609,18.88,annual,19.18,18.88,15,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,0.442398,69.2784,799.727576,874.2998154,0.889013847,0.876079992,0,0.055861567,0,0.029879443,73.1216458,70.3595926,1.627983444,1.450026503,10.82131898,10.39952155,2396.232896,2286.281522
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5208_1,42.80099163,-118.8674885,ORDEQ_0112,Donner und Blitzen River U/S Page Springs Camp.,2000,10,10/5/2000 0:00,279,targeted riffle,multi,,,ORDEQ_0112,SCOR_111098,25.74,1993-2011,25.74,,17.09,SCOR,Northern Basin and Range,NBR,80g,High Lava Plains,0.482942,534.042,1449.317093,1888.673279,0.827692836,0.856997502,0,0,0,0,3.799827932,14.18871549,0.499251294,0.636588265,8.539101932,6.59296083,361.3062572,694.4109637
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5216_1,42.80422527,-124.3061368,ORDEQ_0113,Sixes Cr,2000,7,7/25/2000 0:00,207,targeted riffle,multi,,,ORDEQ_0113,ORCoast_109177,21.17,annual,21.47,21.17,17.76,ORCoast,Coast Range,CR,1h,Southern Oregon Coastal Mountains,0.588483,170.6355,241.277506,364.5169783,0.867168258,0.894434728,0,0.041140325,0,0.008966481,54.69427058,64.31551465,1.969085507,1.192788044,11.55428878,11.7252879,3045.484179,2583.85614
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5283_1,42.94310673,-121.2580013,ORDEQ_0150,"WF Silver Creek 25 min D/S from end of USFS RD 035 (Silver, Silver Lake)",2000,8,8/15/2000 0:00,228,targeted riffle,multi,,,ORDEQ_0150,SCOR_113912,13.32,1993-2011,13.32,,7.97,SCOR,Eastern Cascades Slopes and Foothills,EC,9e,Pumice Plateau,5.453546,8.8866,2077.994383,2077.994383,0.859686421,0.859686421,0,0,0,0,73.51630545,73.51630545,0.408721414,0.408721414,4.599352325,4.599352325,1079.235942,1079.235942
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5300_1,42.97491272,-124.1858384,ORDEQ_0158,Mill Creek (SF Coquille),2000,7,7/11/2000 0:00,193,targeted riffle,multi,,,ORDEQ_0158,ORCoast_110944,16.27,annual,16.57,16.27,14.14,ORCoast,Coast Range,CR,1h,Southern Oregon Coastal Mountains,4.287962,3.1491,173.3551215,173.3551215,0.896558254,0.896558254,0.114318377,0.114318377,0,0,29.57987997,29.57987997,1.512684904,1.512684904,11.59617345,11.59617345,1476.442233,1476.442233
Y,CAL,ORDEQ,Rhithron,SampOD_5306_1,42.9758112,-118.7157048,ORDEQ_0159,McCoy Creek at McCoy Cr Ranch above Inn,2000,10,10/5/2000 0:00,279,targeted riffle,single,,,,SCOR_112552,26.33,1993-2011,26.33,,17.52,SCOR,Northern Basin and Range,NBR,80g,High Lava Plains,0.956183,123.2775,1429.218998,1853.419919,0.648207042,0.742396238,0,0,3.808212893,0.969519985,1.098302363,9.8412119,1.032644254,0.783173792,8.466947008,6.612819614,329.0154072,664.8681951
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5319_1,43.00760027,-117.7298805,ORDEQ_0167,Owyhee River At Sand Springs,2000,10,10/3/2000 0:00,277,targeted riffle,multi,,,ORDEQ_0167,MidSnake_124575,29.68,1993-2011,29.68,,21.37,MidSnake,Northern Basin and Range,NBR,80a,Dissected High Lava Plateau,1.410389,23035.1004,1043.334592,1630.200706,0.548260861,0.681963793,0,0.053284769,0,0.780478474,0.698529412,2.945485751,0.09630897,0.550658113,9.772618916,7.621131401,216.1703465,365.5977126
Y,CAL,ORDEQ,Rhithron,SampOD_5327_1,43.02028413,-124.2816204,ORDEQ_0168,Bear Creek at RM 13.30 (Coquille),2000,9,9/21/2000 0:00,265,targeted riffle,single,,,,ORCoast_111696,17.64,annual,17.95,17.64,14.19,ORCoast,Coast Range,CR,1b,Coastal Uplands,2.115009,11.7,209.5419309,231.6713377,0.855585144,0.856705837,0,0,0.057609217,0.046153846,37.17714834,35.66153846,0.826918116,0.737097466,11.39240761,11.37493167,1707.541925,1699.307287
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5328_1,43.02141468,-123.8254919,ORDEQ_0169,"Rock Creek at 30-10-30 Rd bridge (MF Coquille, Coquille)",2000,8,8/2/2000 0:00,215,targeted riffle,multi,ORDEQ_0169__2000-08-02 ,,,ORCoast_111261,17.84,annual,18.15,17.84,14.58,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,2.071559,49.4838,626.4604929,703.5384384,0.873754332,0.896380729,0.747790619,0.200065476,0,0,63.90210741,61.07453348,2.572159455,2.384983952,11.00216217,10.748443,1248.425885,1496.220932
Y,CAL,ORDEQ,Rhithron,SampOD_5329_1,43.02141468,-123.8254919,ORDEQ_0169,"Rock Creek at 30-10-30 Rd bridge (MF Coquille, Coquille)",2000,8,8/2/2000 0:00,215,random transect,multi,ORDEQ_0169__2000-08-02 ,,,ORCoast_111261,17.84,annual,18.15,17.84,14.58,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,2.071559,49.4838,626.4604929,703.5384384,0.873754332,0.896380729,0.747790619,0.200065476,0,0,63.90210741,61.07453348,2.572159455,2.384983952,11.00216217,10.748443,1248.425885,1496.220932
Y,CAL,ORDEQ,Rhithron,SampOD_5355_1,43.0905138,-123.7407748,ORDEQ_0187,"Upper Rock Creek at RM 11.5 (Coquille, Middle Fork)",2000,7,7/13/2000 0:00,195,targeted riffle,single,,,,ORCoast_112083,14.56,annual,14.87,14.56,11.29,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,11.435025,3.2589,830.7038139,830.7038139,0.916062991,0.916062991,0,0,0,0,70.008285,70.008285,2.067853938,2.067853938,10.36462867,10.36462867,1846.999874,1846.999874
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5361_1,43.1106932,-123.9997673,ORDEQ_0192,"Elk Creek at RM 1.47 (Coquille, East Fork, North Fork)",2000,7,7/27/2000 0:00,209,targeted riffle,multi,,,ORDEQ_0192,ORCoast_112693,18.06,annual,18.36,18.06,14.7,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,0.515251,32.2767,118.0455128,245.8770089,0.876330751,0.893935938,0,0,0,0,83.76068376,74.41652957,1.946096315,1.822833671,11.94972374,11.4339833,1571.436896,1735.515974
Y,CAL,ORDEQ,Rhithron,SampOD_5444_1,43.32651458,-123.846077,ORDEQ_0256,"Mink Creek 1/4 mi U/S from drop-in off BLM Rd 26-10-14.8 (SF Coos, Coos)",2000,8,8/1/2000 0:00,214,targeted riffle,multi,ORDEQ_0256__2000-08-01 ,,,ORCoast_114833,17.18,annual,17.48,17.18,14.23,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,3.423679,12.0213,325.5102634,361.9131631,0.909540441,0.913238994,0,0,0,0,58.8841623,74.01362581,1.793131798,2.05343073,11.37284435,11.2881067,1909.245377,1966.868078
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5445_1,43.32651458,-123.846077,ORDEQ_0256,"Mink Creek 1/4 mi U/S from drop-in off BLM Rd 26-10-14.8 (SF Coos, Coos)",2000,8,8/1/2000 0:00,214,random transect,multi,ORDEQ_0256__2000-08-01 ,,,ORCoast_114833,17.18,annual,17.48,17.18,14.23,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,3.423679,12.0213,325.5102634,361.9131631,0.909540441,0.913238994,0,0,0,0,58.8841623,74.01362581,1.793131798,2.05343073,11.37284435,11.2881067,1909.245377,1966.868078
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5483_1,43.4560378,-123.610577,ORDEQ_0290,Wolf Cr (Umpqua),2000,7,7/31/2000 0:00,213,targeted riffle,multi,,ORDEQ_0290__2000,ORDEQ_0290,ORCoast_116011,19.9,annual,20.2,19.9,16.08,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,0.673904,44.8812,251.4807692,330.5389476,0.814810815,0.89222186,0,0.018047646,0,0,70.46351085,72.42520253,3.05989174,2.52963075,11.63739043,11.4013335,1275.452911,1365.447311
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5484_1,43.4560378,-123.610577,ORDEQ_0290,Wolf Cr (Umpqua),2000,9,9/11/2000 0:00,255,targeted riffle,multi,,ORDEQ_0290__2000,ORDEQ_0290,ORCoast_116011,19.9,annual,20.2,19.9,16.08,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,0.673904,44.8812,251.4807692,330.5389476,0.814810815,0.89222186,0,0.018047646,0,0,70.46351085,72.42520253,3.05989174,2.52963075,11.63739043,11.4013335,1275.452911,1365.447311
Y,CAL,ORDEQ,Rhithron,SampOD_5511_1,43.55436247,-122.2049825,ORDEQ_0308,"Bear Creek 1/2 mi U/S from USFS RD 2149 crossing (Swift, MF Willamette, Willamette)",2000,8,8/21/2000 0:00,234,targeted riffle,multi,ORDEQ_0308__2000-08-21 ,,,ORCoast_200266,8.68,annual,8.98,8.68,7.06,ORCoast,Cascades,CA,4c,Cascade Crest Montane Forest,12.475296,10.161,1584.907548,1907.727131,0.867714832,0.867785333,0,0,0,0,99.7440273,72.48007086,0.014903564,0.004641358,5.619628292,4.146632821,1910.697408,1993.091404
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5512_1,43.55436247,-122.2049825,ORDEQ_0308,"Bear Creek 1/2 mi U/S from USFS RD 2149 crossing (Swift, MF Willamette, Willamette)",2000,8,8/21/2000 0:00,234,random transect,multi,ORDEQ_0308__2000-08-21 ,,,ORCoast_200266,8.68,annual,8.98,8.68,7.06,ORCoast,Cascades,CA,4c,Cascade Crest Montane Forest,12.475296,10.161,1584.907548,1907.727131,0.867714832,0.867785333,0,0,0,0,99.7440273,72.48007086,0.014903564,0.004641358,5.619628292,4.146632821,1910.697408,1993.091404
Y,CAL,ORDEQ,Rhithron,SampOD_5514_1,43.56538846,-122.4863892,ORDEQ_0310,"Bohemia Creek 1.1 mi U/S from MF Willamette (MF Willamette, Willamette)",2000,8,8/22/2000 0:00,235,targeted riffle,single,,,,ORCoast_200400,18.13,annual,18.43,18.13,14.54,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,4.24E+00,15.1146,827.5069764,926.9707574,0.860274385,0.858998837,0,0,0,0,74.98312711,81.52911754,0.715240959,0.897610649,10.23278922,9.796762951,1494.593486,1577.682104
Y,CAL,ORDEQ,Rhithron,SampOD_5519_1,43.57920093,-122.8407989,ORDEQ_0314,"Lilly Creek at RM 1.3 (Mosby, Row, Coast Fork Willamette)",2000,6,6/28/2000 0:00,180,targeted riffle,single,,,,ORCoast_200593,16.01,annual,16.31,16.01,13.4,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,5.614083,9.2403,642.3078056,843.5135999,0.822752533,0.831711883,0,0,0,0,95.85849871,92.19830525,3.273809584,2.801090397,10.34251877,9.750435348,1467.232361,1515.541869
Y,CAL,ORDEQ,Rhithron,SampOD_5523_1,43.5884208,-122.7104523,ORDEQ_0317,"Fairview Creek 0.1 mi U/S of Walton Cr (Sharps, Coast Fork Willamette, Willamette)",2000,8,8/22/2000 0:00,235,targeted riffle,single,,,,ORCoast_200609,16.75,annual,17.05,16.75,14.32,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,6.75,11.3085,772.7658423,1081.212789,0.866272732,0.865862598,0,0,0,0,100,96.45045762,0.258721972,0.22558497,10.27161904,8.909035433,1545.575645,1835.80868
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5546_1,43.62084445,-122.6784788,ORDEQ_0334,Cat Creek,2000,6,6/27/2000 0:00,179,targeted riffle,multi,,ORDEQ_0334__2000,ORDEQ_0334,ORCoast_200694,14.92,annual,15.22,14.92,13.04,ORCoast,Cascades,CA,4b,Western Cascades Montane Highlands,15.098229,5.1939,1035.407073,1035.407073,0.855240906,0.855240906,0,0,0,0,94.47236181,94.47236181,0.800528397,0.800528397,9.173308486,9.173308486,1762.316227,1762.316227
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5547_1,43.62084445,-122.6784788,ORDEQ_0334,Cat Creek,2000,9,9/13/2000 0:00,257,targeted riffle,multi,,ORDEQ_0334__2000,ORDEQ_0334,ORCoast_200694,14.92,annual,15.22,14.92,13.04,ORCoast,Cascades,CA,4b,Western Cascades Montane Highlands,15.098229,5.1939,1035.407073,1035.407073,0.855240906,0.855240906,0,0,0,0,94.47236181,94.47236181,0.800528397,0.800528397,9.173308486,9.173308486,1762.316227,1762.316227
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5552_1,43.62620109,-122.3156272,ORDEQ_0338,"Juniper Creek, hike downslope and due west from end on USFS RD 486 (Hills, MF Willamette, Willamette)",2000,7,7/12/2000 0:00,194,targeted riffle,multi,,ORDEQ_0338__2000,,ORCoast_200602,14.85,annual,15.15,14.85,11.68,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,8.07664,9.8829,978.867899,1119.58391,0.862566216,0.853695829,0,0,0,0,89.53353894,88.78972771,0.700190867,0.988222342,9.514121264,8.838614574,1494.256006,1622.762173
Y,CAL,ORDEQ,Rhithron,SampOD_5553_1,43.62620109,-122.3156272,ORDEQ_0338,"Juniper Creek, hike downslope and due west from end on USFS RD 486 (Hills, MF Willamette, Willamette)",2000,8,8/23/2000 0:00,236,targeted riffle,multi,,ORDEQ_0338__2000,,ORCoast_200602,14.85,annual,15.15,14.85,11.68,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,8.07664,9.8829,978.867899,1119.58391,0.862566216,0.853695829,0,0,0,0,89.53353894,88.78972771,0.700190867,0.988222342,9.514121264,8.838614574,1494.256006,1622.762173
Y,CAL,ORDEQ,Rhithron,SampOD_5579_1,43.71523449,-122.1771307,ORDEQ_0360,"Black Creek 4.5 mi on USFS RD 2421 and 290 jct (Salmon, MF Willamette, Willamette)",2000,8,8/30/2000 0:00,243,targeted riffle,single,,,,ORCoast_201005,11.61,annual,11.92,11.61,8.78,ORCoast,Cascades,CA,4b,Western Cascades Montane Highlands,0.930935,52.0173,1306.633559,1512.883619,0.855823455,0.863970891,0,0,0,0,88.10899119,93.05846324,0.72186108,0.266405365,7.359146964,6.078024805,1768.998165,1883.035428
Y,CAL,ORDEQ,Rhithron,SampOD_5582_1,43.73049837,-122.6912314,ORDEQ_0362,"Laying Creek 1/4 mi D/S from USFS Rd 1758 (Row River, Coast Fork Willamette, Willamette)",2000,8,8/21/2000 0:00,234,targeted riffle,single,,,,ORCoast_201370,19.98,annual,20.28,19.98,15.9,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,3.289227,87.183,503.8035362,937.0651084,0.82756474,0.845871416,0,0.008258491,0,0,99.50657895,92.03365335,3.268720126,1.728275316,10.47141676,9.424400445,1301.015142,1681.110525
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5585_1,43.7397222,-122.8911548,ORDEQ_0365,King Creek (Row R),2000,6,6/26/2000 0:00,178,targeted riffle,multi,,ORDEQ_0365__2000,ORDEQ_0365,ORCoast_201350,18.29,annual,18.59,18.29,15.32,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,9.244704,7.9092,556.2863621,556.2863621,0.868138613,0.868138613,0,0,0,0,80.47337278,80.47337278,1.310800521,1.310800521,10.45171846,10.45171846,1405.6122,1405.6122
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5586_1,43.7397222,-122.8911548,ORDEQ_0365,King Creek (Row R),2000,9,9/12/2000 0:00,256,targeted riffle,multi,,ORDEQ_0365__2000,ORDEQ_0365,ORCoast_201350,18.29,annual,18.59,18.29,15.32,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,9.244704,7.9092,556.2863621,556.2863621,0.868138613,0.868138613,0,0,0,0,80.47337278,80.47337278,1.310800521,1.310800521,10.45171846,10.45171846,1405.6122,1405.6122
Y,CAL,ORDEQ,Rhithron,SampOD_5624_1,43.81856804,-122.3027633,ORDEQ_0393,"Wall Creek 0.8 mi D/S of USFS RD 1931 crossing (Salmon, MF Willamette, Willamette)",2000,8,8/29/2000 0:00,242,targeted riffle,single,,,,ORCoast_201703,13.67,annual,13.97,13.67,11.49,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,9.60E+00,25.5024,837.5616223,1226.483312,0.86011717,0.840056031,0,0,0,0,86.35306743,79.46075663,0.604052558,1.213025633,9.817534113,7.993200019,2091.926394,2397.715937
Y,CAL,ORDEQ,Rhithron,SampOD_5628_1,43.82873461,-122.6766491,ORDEQ_0397,"Trib to Goodman Cr 1.0 mi U/S from footbridge (Goodman, MF Willamette, Willamette)",2000,8,8/23/2000 0:00,236,targeted riffle,single,,,,ORCoast_201929,17.68,annual,17.99,17.68,14.68,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,9.901449,5.2731,490.1315177,755.3856563,0.867692814,0.865527748,0,0,0,0,87.73388773,97.42276839,0.021585125,0.213075942,10.62900424,10.05477005,1391.094449,1535.392926
Y,VAL,ORDEQ,Rhithron,SampOD_5649_1,43.862857,-122.133985,ORDEQ_0411,"Fisher Creek 1/4 mi U/S on trail from end of USFS RD 750 (NFMF Willamtte, MF Willamette, Willamette)",2000,8,8/28/2000 0:00,241,targeted riffle,single,,,,ORCoast_201800,14.02,annual,14.32,14.02,11.75,ORCoast,Cascades,CA,4b,Western Cascades Montane Highlands,3.190585,32.2182,1147.584195,1292.898345,0.862356914,0.866122004,0,0,0,0,97.49798946,97.50265378,0.235116863,0.10842353,8.113254769,7.368709938,1858.734317,1825.655164
Y,CAL,ORDEQ,Rhithron,SampOD_5659_1,43.87560324,-123.8208118,ORDEQ_0420,"MF NF Smith River at RM 0.29 (Smith, Umpqua)",2000,7,7/11/2000 0:00,193,targeted riffle,single,,,,ORCoast_118522,20.67,annual,20.97,20.67,15.8,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,1.352328,24.3171,222.8716034,361.0841989,0.885321629,0.910308886,0,0,0,0,95.41875447,90.4400607,1.104182269,1.569535843,11.40392568,11.20086507,2146.291751,2237.51188
Y,CAL,ORDEQ,Rhithron,SampOD_5665_1,43.8878423,-122.2885078,ORDEQ_0425,"NF MF Willamette River at junction of USFS RD 19 and 1934 (MF Willamette, Willamette)",2000,8,8/28/2000 0:00,241,targeted riffle,single,,,,ORCoast_202147,17.17,annual,17.47,17.17,13.33,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,0.001,339.2127,771.055501,1423.891694,0.853938455,0.879173048,0,0.033695672,0,0,87.73333333,78.52046813,1.67374772,0.454743497,9.596839022,6.231100397,2253.073099,1956.26738
Y,NOT_CALVAL,ORDEQ,Rhithron,SampOD_5670_1,43.90113268,-122.608685,ORDEQ_0429,NF Winberry Creek 9.5 mi on Winberry Cr Rd (MF Wilamette),2000,7,7/10/2000 0:00,192,targeted riffle,multi,,ORDEQ_0429__2000,,ORCoast_202393,18.06,annual,18.36,18.06,14.83,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,3.082725,26.1891,464.916837,826.0179257,0.835104832,0.849496148,0,0.030928898,0,0,94.93558418,93.71112409,2.416641158,1.622933616,10.60355965,9.55322967,1539.181806,2020.62871
Y,CAL,ORDEQ,Rhithron,SampOD_5671_1,43.90113268,-122.608685,ORDEQ_0429,NF Winberry Creek 9.5 mi on Winberry Cr Rd (MF Wilamette),2000,8,8/29/2000 0:00,242,targeted riffle,multi,,ORDEQ_0429__2000,,ORCoast_202393,18.06,annual,18.36,18.06,14.83,ORCoast,Cascades,CA,4a,Western Cascades Lowlands and Valleys,3.082725,26.1891,464.916837,826.0179257,0.835104832,0.849496148,0,0.030928898,0,0,94.93558418,93.71112409,2.416641158,1.622933616,10.60355965,9.55322967,1539.181806,2020.62871
Y,CAL,ORDEQ,Rhithron,SampOD_5684_1,43.93028413,-123.6073361,ORDEQ_0439,Siuslaw River at RM 60.1,2000,7,7/20/2000 0:00,202,targeted riffle,single,,,,ORCoast_118681,23.61,annual,23.91,23.61,19.22,ORCoast,Coast Range,CR,1g,Mid-Coastal Sedimentary,0.006729,412.9821,161.6154796,284.1377878,0.907203492,0.77666229,0,0.109835269,0,3.736142559,65.60865016,58.88783073,2.003731454,1.953669571,11.31588257,11.25308123,1541.803662,1386.869055
Y,CAL,ORDEQ,Rhithron,SampOD_5720_1,44.01672239,-122.1513791,ORDEQ_0471,"Rebel Creek 1.75 mi from Rebel trailhead U/S from 2nd footbridge (SF McKenzie, McKenzie)",2000,8,8/22/2000 0:00,235,targeted riffle,single,,,,ORCoast_202899,12.15,annual,12.45,12.15,10.2,ORCoast,Cascades,CA,4b,Western Cascades Montane Highlands,7.67551,16.2369,871.140604,1232.563603,0.877237317,0.874473221,0,0,0,0,94.18344519,95.09450696,0.599758877,0.091632888,8.646461141,7.544940801,2394.37654,2375.005906
Y,VAL,ORDEQ,Rhithron,SampOD_5721_1,44.01941576,-119.4762876,ORDEQ_0472,"Flat Creek 130 m D/S of trout pond (SF John Day, John Day)",2000,9,9/12/2000 0:00,256,random transect,single,,,,MidCol_202207,22.55,annual,22.53,22.55,13.2,MidCol,Blue Mountains,BM,11a,John Day/Clarno Uplands,2.748073,18.2673,1593.911266,1654.363435,0.849861822,0.802582765,0,0,0,0.123170912,39.05496625,45.43035917,1.491809757,1.209271311,6.005332579,5.812089233,541.396907,574.6676597
