TaxaID_v2,OTU,OTU_high.res,OTU_low.res,OTU_med.res,OTU_comment,nOcc,WAopt,Flag,ThermPref_JS3,ThermHiLo_JS,Therm_SH2,Therm_TITAN,WAtol,CurveShape,WA_MinusTol,WA_PlusTol,GAM,ValueProb10_min,ValueProb10_max,ValueProb20_min,ValueProb20_max,WA_Rank,GAM_Rank,Ubiquitous,Comment,RAW_DATA_OCCUR,RAI_TAXON,Taxon_Group,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species
Microtendipes pedellus group,Microtendipes pedellus group,Microtendipes,Chironomini,Chironomini,,78,20.63286835,LowProbOcc,warm,,warm,,2.573667801,*Unimodal,18.05920055,23.20653615,23.3,NA,NA,NA,NA,641,558.5,0,,78,Microtendipes Pedellus Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Pedellus Gr.,,,
Microtendipes rydalensis group,Microtendipes rydalensis group,Microtendipes,Chironomini,Chironomini,,41,20.57264852,LowProbOcc,cool,,warm,,2.973254549,Flat,17.59939397,23.54590307,19.5,NA,NA,NA,NA,635,444.5,0,,41,Microtendipes Rydalensis Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,Rydalensis Gr.,,,
Microtendipes,Microtendipes,Microtendipes,Chironomini,Chironomini,,443,20.85702499,,cool,,warm,Increaser,3.300653523,Unimodal/Increaser,17.55637147,24.15767852,24.1,16.9,30.8,NA,NA,655,589,0,,331,Microtendipes,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Microtendipes,,,,,
Nilothauma,Chironomini,666,Chironomini,Chironomini,"could possibly leave at tribe, as optima mostly warm--ranging from 19-23",1990,20.7052167,,eurythermal,,warm,Increaser,3.413822432,*Increaser,17.29139427,24.11903913,30.8,12.3,30.8,13.9,30.8,644,780,0,,5,Nilothauma,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Nilothauma,,,,,
Pagastiella,Chironomini,666,Chironomini,Chironomini,"could possibly leave at tribe, as optima mostly warm--ranging from 19-23",1990,20.7052167,,eurythermal,,warm,Increaser,3.413822432,*Increaser,17.29139427,24.11903913,30.8,12.3,30.8,13.9,30.8,644,780,0,,9,Pagastiella,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Pagastiella,,,,,
Parachironomus,Chironomini,666,Chironomini,Chironomini,"could possibly leave at tribe, as optima mostly warm--ranging from 19-23",1990,20.7052167,,eurythermal,,warm,Increaser,3.413822432,*Increaser,17.29139427,24.11903913,30.8,12.3,30.8,13.9,30.8,644,780,0,,15,Parachironomus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Parachironomus,,,,,
Paracladopelma,Paracladopelma,Paracladopelma,Chironomini,Chironomini,,114,19.79169042,LowProbOcc,cool,,warm,,3.041074076,*Increaser,16.75061634,22.83276449,30.8,NA,NA,NA,NA,562,780,0,,114,Paracladopelma,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paracladopelma,,,,,
Paralauterborniella,Paralauterborniella,Paralauterborniella,Chironomini,Chironomini,,45,23.97993027,,warm,hot,warm--bordering on hot,,3.370992807,*Increaser,20.60893747,27.35092308,30.8,27.9,30.8,30.1,30.8,798,780,0,,45,Paralauterborniella,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paralauterborniella,,,,,
Paratendipes,Paratendipes,Paratendipes,Chironomini,Chironomini,,117,21.06309755,LowProbOcc,cool,,warm,,3.54012804,*Increaser,17.52296951,24.60322559,30.8,NA,NA,NA,NA,665,780,0,,117,Paratendipes,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Paratendipes,,,,,
Phaenopsectra,Phaenopsectra,Phaenopsectra,Chironomini,Chironomini,,439,21.51002593,,cool,,warm -- +,Increaser,3.008029792,Unimodal/Increaser,18.50199614,24.51805572,26.5,18.2,30.8,20.9,30.8,699,640,0,,439,Phaenopsectra,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Phaenopsectra,,,,,
Polypedilum,Polypedilum,Polypedilum,Chironomini,Chironomini,,1540,20.02769108,,cool,,warm,Increaser,3.484946709,*Increaser,16.54274437,23.51263779,30.8,12.7,30.8,14.3,30.8,582,780,0,,1540,Polypedilum,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Polypedilum,,,,,
Robackia,Robackia,Robackia,Chironomini,Chironomini,,34,22.51625607,LowProbOcc,warm,,warm,,1.968795615,*Unimodal,20.54746046,24.48505169,23,NA,NA,NA,NA,751,548.5,0,,34,Robackia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Robackia,,,,,
Saetheria,Chironomini,666,Chironomini,Chironomini,"could possibly leave at tribe, as optima mostly warm--ranging from 19-23",1990,20.7052167,,eurythermal,,warm,Increaser,3.413822432,*Increaser,17.29139427,24.11903913,30.8,12.3,30.8,13.9,30.8,644,780,0,,9,Saetheria,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Saetheria,,,,,
Sergentia,Chironomini,666,Chironomini,Chironomini,"could possibly leave at tribe, as optima mostly warm--ranging from 19-23",1990,20.7052167,,eurythermal,,warm,Increaser,3.413822432,*Increaser,17.29139427,24.11903913,30.8,12.3,30.8,13.9,30.8,644,780,0,,9,Sergentia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Sergentia,,,,,
Stenochironomus,Stenochironomus,Stenochironomus,Chironomini,Chironomini,,42,21.74869243,LowProbOcc,warm,,warm,,2.371737171,*Unimodal,19.37695526,24.1204296,23.9,NA,NA,NA,NA,712,580,0,,42,Stenochironomus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stenochironomus,,,,,
Stictochironomus,Stictochironomus,Stictochironomus,Chironomini,Chironomini,,117,21.2968544,LowProbOcc,warm,,warm,,3.464404283,*Unimodal,17.83245011,24.76125868,20.9,NA,NA,NA,NA,686,498,0,,117,Stictochironomus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Stictochironomus,,,,,
Tribelos,Tribelos,Tribelos,Chironomini,Chironomini,,53,19.34434434,LowProbOcc,cool,,cool/warm,,2.245747469,*Unimodal,17.09859687,21.59009181,24,NA,NA,NA,NA,511,585.5,0,,53,Tribelos,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Tribelos,,,,,
Xenochironomus,Chironomini,666,Chironomini,Chironomini,"could possibly leave at tribe, as optima mostly warm--ranging from 19-23",1990,20.7052167,,eurythermal,,warm,Increaser,3.413822432,*Increaser,17.29139427,24.11903913,30.8,12.3,30.8,13.9,30.8,644,780,0,,9,Xenochironomus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,Xenochironomus,,,,,
Chironomini,Chironomini,666,Chironomini,Chironomini,"could possibly leave at tribe, as optima mostly warm--ranging from 19-23",1990,20.7052167,,eurythermal,,warm,Increaser,3.413822432,*Increaser,17.29139427,24.11903913,30.8,12.3,30.8,13.9,30.8,644,780,0,,344,Chironomini,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Chironomini,,,,,,,
Pseudochironomus,Pseudochironomus,Pseudochironomus,Pseudochironomus,Pseudochironomus,,55,26.03631573,,warm,hot,HOT--this is way above all other warm taxa,,2.526126982,*Increaser,23.51018875,28.56244272,30.8,25.9,30.8,27.5,30.8,858.5,780,0,,55,Pseudochironomus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Pseudochironomini,,Pseudochironomus,,,,,
Cladotanytarsus,Cladotanytarsus,Cladotanytarsus,Tanytarsini,Tanytarsini,,365,20.02596424,,warm,,warm,Increaser,2.95617843,*Increaser,17.06978581,22.98214267,30.8,18.1,30.8,26.1,30.8,581,780,0,,365,Cladotanytarsus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Cladotanytarsus,,,,,
Constempellina,Constempellina,Constempellina,Tanytarsini,Tanytarsini,,46,17.39535078,LowProbOcc,cold,,cool,,2.502646857,*Unimodal,14.89270392,19.89799764,12.3,NA,NA,NA,NA,296,163.5,0,,46,Constempellina,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Constempellina,,,,,
Krenopsectra,Tanytarsini,666,Tanytarsini,Tanytarsini,,2622,18.58340546,,eurythermal,,eurythermal,,3.365732815,*Increaser,15.21767265,21.94913828,30.8,3.8,30.8,5.1,30.8,430,780,0,,1,Krenopsectra,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Krenopsectra,,,,,
Micropsectra,Micropsectra,Micropsectra,Tanytarsini,Tanytarsini,,1764,17.66351825,,eurythermal,,cold/cool -- #s say cold (<18) but very close; also--why is curve flat?  Looks unimodal,,3.07929484,*Unimodal,14.58422341,20.74281309,17.6,3.8,28.8,5.1,26.8,327,356,0,,1764,Micropsectra,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Micropsectra,,,,,
Paratanytarsus,Paratanytarsus,Paratanytarsus,Tanytarsini,Tanytarsini,,338,20.6532854,,cool,,warm,Increaser,3.155208521,Unimodal/Increaser,17.49807688,23.80849392,25.3,19,30.8,23.1,30.1,642,620.5,0,,338,Paratanytarsus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Paratanytarsus,,,,,
Rheotanytarsus,Rheotanytarsus,Rheotanytarsus,Tanytarsini,Tanytarsini,,1189,20.23200375,,cool,,warm,Increaser,3.404095785,Unimodal/Increaser,16.82790796,23.63609953,25.2,13,30.8,15,30.8,610,616,0,,1189,Rheotanytarsus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Rheotanytarsus,,,,,
Stempellina,Stempellina,Stempellina,Tanytarsini,Tanytarsini,,131,18.01575444,LowProbOcc,eurythermal,,cool,,3.690951503,*Increaser,14.32480294,21.70670594,30.8,NA,NA,NA,NA,371,780,0,,131,Stempellina,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellina,,,,,
Stempellinella,Stempellinella,Stempellinella,Tanytarsini,Tanytarsini,,819,17.36328249,,eurythermal,,eurythermal,,3.899046119,*Increaser,13.46423637,21.26232861,30.8,3.8,30.8,13.1,30.8,293,780,0,,819,Stempellinella,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Stempellinella,,,,,
Sublettea,Sublettea,Sublettea,Tanytarsini,Tanytarsini,,113,20.19257758,LowProbOcc,warm,,warm,,2.251962671,*Unimodal,17.94061491,22.44454026,21.4,NA,NA,NA,NA,603,510.5,0,,113,Sublettea,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Sublettea,,,,,
Tanytarsus,Tanytarsus,Tanytarsus,Tanytarsini,Tanytarsini,,885,20.1160178,,cool,,warm,Increaser,3.384943445,*Increaser,16.73107435,23.50096124,30.8,14.2,30.8,17,30.8,594,780,0,,885,Tanytarsus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Tanytarsus,,,,,
Zavrelia,Tanytarsini,666,Tanytarsini,Tanytarsini,,2622,18.58340546,,eurythermal,,eurythermal,,3.365732815,*Increaser,15.21767265,21.94913828,30.8,3.8,30.8,5.1,30.8,430,780,0,,2,Zavrelia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,Zavrelia,,,,,
Tanytarsini,Tanytarsini,666,Tanytarsini,Tanytarsini,,2622,18.58340546,,eurythermal,,eurythermal,,3.365732815,*Increaser,15.21767265,21.94913828,30.8,3.8,30.8,5.1,30.8,430,780,0,,921,Tanytarsini,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,Tanytarsini,,,,,,,
Chironominae,Chironominae,666,666,666,,3575,18.90467759,,eurythermal,,eurythermal,Decreaser,3.560073819,Unimodal/Increaser,15.34460377,22.46475141,21.9,3.8,30.8,4.8,30.8,471,527,0,,973,Chironominae,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Chironominae,,,,,,,,
Boreoheptagyia,Boreoheptagyia,Boreoheptagyia,Diamesinae,Boreoheptagyia,,45,14.16681191,LowProbOcc,cold,,core cold--but low confidence gives me pause,,3.037005793,*Unimodal,11.12980612,17.20381771,13.5,NA,NA,NA,NA,66.5,192.5,0,,45,Boreoheptagyia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Boreoheptagyiini,,Boreoheptagyia,,,,,
Diamesa,Diamesa,Diamesa,Diamesinae,Diamesa,,85,9.557021508,,cold,very cold,"cold/core-cold - could be core cold, but it just looks questionable to me",,3.225318572,*Decreaser,6.331702935,12.78234008,3.8,3.8,9.2,3.8,6.1,4,51.5,0,,85,Diamesa,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Diamesa,,,,,
Pagastia,Pagastia,Pagastia,Diamesinae,Pagastia,,665,16.46918696,blah,eurythermal,,cold/cool--I question this taxon as a decreaser,Decreaser,3.663669882,*Decreaser,12.80551708,20.13285684,3.8,3.8,24.8,3.8,9.5,216,51.5,0,,665,Pagastia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pagastia,,,,,
Potthastia gaedii group,Potthastia gaedii group,Potthastia,Diamesinae,Potthastia,,189,20.02281305,LowProbOcc,warm,,warm,,2.894038882,*Unimodal,17.12877417,22.91685193,22.3,NA,NA,NA,NA,579,535,0,,189,Potthastia Gaedii Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Gaedii Gr.,,,
Potthastia longimanus group,Potthastia longimanus group,Potthastia,Diamesinae,Potthastia,,44,21.33104185,,warm,,warm -- +,,3.289794253,*Increaser,18.0412476,24.62083611,30.8,30.1,30.8,NA,NA,690,780,0,,44,Potthastia Longimanus Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,Longimanus Gr.,,,
Potthastia,Potthastia,Potthastia,Diamesinae,Potthastia,,283,20.06564916,,warm,,warm,,3.072360823,*Increaser,16.99328833,23.13800998,30.8,20.2,30.8,NA,NA,585,780,0,,91,Potthastia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Potthastia,,,,,
Pseudodiamesa,Pseudodiamesa,Pseudodiamesa,Diamesinae,Pseudodiamesa,,103,13.01828625,,core cold,,core-cold,,2.995260364,*Decreaser,10.02302589,16.01354662,3.8,3.8,10.8,3.8,6.2,43,51.5,0,,103,Pseudodiamesa,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Pseudodiamesa,,,,,
Sympotthastia,Diamesinae,666,Diamesinae,666,,1084,15.72130722,,eurythermal,,eurythermal,,5.012394723,*Decreaser,10.7089125,20.73370194,3.8,3.8,30.8,3.8,26.9,164,51.5,0,,2,Sympotthastia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,Sympotthastia,,,,,
NA,Diamesini,666,Diamesinae,666,,920,15.49125905,,eurythermal,,eurythermal,,5.058354243,*Decreaser,10.43290481,20.54961329,3.8,3.8,30.8,3.8,25.9,146,51.5,0,PRODUCT OF ROLLING TAXONOMY,0,Diamesini,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Diamesini,,,,,,,
Protanypus,Diamesinae,666,Diamesinae,666,,1084,15.72130722,,eurythermal,,eurythermal,,5.012394723,*Decreaser,10.7089125,20.73370194,3.8,3.8,30.8,3.8,26.9,164,51.5,0,,2,Protanypus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,Protanypini,,Protanypus,,,,,
Diamesinae,Diamesinae,666,Diamesinae,666,,1084,15.72130722,,eurythermal,,eurythermal,,5.012394723,*Decreaser,10.7089125,20.73370194,3.8,3.8,30.8,3.8,26.9,164,51.5,0,,143,Diamesinae,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Diamesinae,,,,,,,,
Acricotopus,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,2,Acricotopus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Acricotopus,,,,,
Allocladius,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,5,Allocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Allocladius,,,,,
Brillia,Brillia,Brillia,Orthocladiinae,Brillia,,1575,17.31591221,,eurythermal,,cool,Decreaser,2.720124696,Unimodal/Decreaser,14.59578751,20.0360369,17.3,3.8,26,3.8,23.6,285,344.5,0,,1575,Brillia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Brillia,,,,,
Bryophaenocladius,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,7,Bryophaenocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Bryophaenocladius,,,,,
Cardiocladius,Cardiocladius,Cardiocladius,Orthocladiinae,Cardiocladius,,152,23.20844189,,warm,,warm -- +,,4.243476182,*Increaser,18.96496571,27.45191808,30.8,23.1,30.8,27.7,30.8,782,780,0,,152,Cardiocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cardiocladius,,,,,
Chaetocladius,Chaetocladius,Chaetocladius,Orthocladiinae,Chaetocladius,,227,15.86899312,,cold,,core cold ,Decreaser,3.875818112,*Decreaser,11.993175,19.74481123,3.8,3.8,13,3.8,7.7,174,51.5,0,,227,Chaetocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Chaetocladius,,,,,
Compterosmittia,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,low n exclusion,1,Compterosmittia,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Compterosmittia,,,,,
Corynoneura,Corynoneura,Corynoneura,Orthocladiinae,Corynoneura,,783,18.72235756,,eurythermal,,"cool - by definition, but seems like a cool/warm",Increaser,3.990089831,*Unimodal,14.73226773,22.71244739,23.1,3.8,30.8,16.5,30.8,446,551.5,0,,783,Corynoneura,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Corynoneura,,,,,
Cricotopus bicinctus group,Cricotopus bicinctus group,Cricotopus bicinctus group,Orthocladiinae,Cricotopus,,178,23.09438676,,warm,,warm -- +,,3.628748593,*Increaser,19.46563817,26.72313535,30.8,21.8,30.8,26.2,30.8,778,780,0,,178,Cricotopus Bicinctus Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Bicinctus Gr.,,,
Cricotopus tremulus group,Cricotopus,666,Orthocladiinae,Cricotopus,,807,20.82868548,,cool,,warm,Increaser,4.288278407,*Increaser,16.54040708,25.11696389,30.8,13.3,30.8,19,30.8,651,780,0,,9,Cricotopus Tremulus Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Tremulus Gr.,,,
Cricotopus trifascia group,Cricotopus trifascia group,Cricotopus trifascia group,Orthocladiinae,Cricotopus,,98,24.14480162,,warm,hot,warm--this is bordering on a new category of hot,,3.246761264,Unimodal/Increaser,20.89804036,27.39156289,27.9,23.7,30.8,26.7,29.4,806,658.5,0,,98,Cricotopus Trifascia Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Cricotopus,Trifascia Gr.,,,
Cricotopus (Isocladius),Cricotopus (Isocladius),Cricotopus (Isocladius),Orthocladiinae,Cricotopus,,50,22.79630507,,warm,,warm,,5.94317663,*Increaser,16.85312844,28.7394817,30.8,27.2,30.8,29.7,30.8,763,780,0,,50,Cricotopus (Isocladius),Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Isocladius,,,,
Cricotopus (Nostococladius),Cricotopus (Nostococladius),Cricotopus (Nostococladius),Orthocladiinae,Cricotopus,,145,19.17738784,LowProbOcc,eurythermal,,eurythermal,,4.018627267,*Increaser,15.15876057,23.1960151,30.8,NA,NA,NA,NA,495,780,0,,145,Cricotopus (Nostococladius),Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,Nostococladius,,,,
Cricotopus,Cricotopus,666,Orthocladiinae,Cricotopus,,807,20.82868548,,cool,,warm,Increaser,4.288278407,*Increaser,16.54040708,25.11696389,30.8,13.3,30.8,19,30.8,651,780,0,,627,Cricotopus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Cricotopus,,,,,
Diplocladius,Diplocladius,Diplocladius,Orthocladiinae,Diplocladius,,68,17.96071561,LowProbOcc,cool,,cool,,3.968246879,*Unimodal,13.99246873,21.92896249,20.7,NA,NA,NA,NA,366,488,0,,68,Diplocladius,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Diplocladius,,,,,
Doncricotopus,Orthocladiinae,666,Orthocladiinae,666,should less resolved model all be at tribe/subfamily?,3685,17.93160203,,eurythermal,,eurythermal,Decreaser,3.959626508,*Increaser,13.97197552,21.89122854,30.8,3.8,30.8,3.8,30.8,361,780,1,,5,Doncricotopus,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Doncricotopus,,,,,
Eretmoptera,Limoniidae,666,Limoniidae,666,"Is this rectified with Tipulidae below? No it is not, this should be translated to Tipulidae or we change the hierarchy",219,19.07491977,LowProbOcc,cool,,cool,Increaser,3.08336009,*Unimodal,15.99155968,22.15827986,20,NA,NA,NA,NA,484,466.5,0,,1,Eretmoptera,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eretmoptera,,,,,
Eukiefferiella brehmi group,Eukiefferiella brehmi group,Eukiefferiella brehmi group,Orthocladiinae,Eukiefferiella,,151,19.41500457,LowProbOcc,cool,,cool/warm,,4.537572762,*Increaser,14.87743181,23.95257734,30.8,NA,NA,NA,NA,523,780,0,,151,Eukiefferiella Brehmi Gr.,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Brehmi Gr.,,,
Eukiefferiella tirolensis group,Eukiefferiella tirolensis group,Eukiefferiella tirolensis group,Orthocladiinae,Eukiefferiella,,67,17.57693735,LowProbOcc,cold,,cool,,2.325802886,*Unimodal,15.25113446,19.90274023,16.5,NA,NA,NA,NA,317,293.5,0,,67,Eukiefferiella tirolensis,Chironomidae,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Diptera,Nematocera,,Chironomidae,Orthocladiinae,,,Eukiefferiella,,Brevicalcar Gr.,,,tirolensis
